[TimingPoints]
0,384.61538461538464,4,1,0,0,1,0
1538.4615384615386,480,4,1,0,0,1,0
2498.4615384615386,495.96204237169053,4,1,0,0,1,0
3490.3856232049193,491.89601318281314,4,1,0,0,1,0
4474.177649570545,487.86834059715085,4,1,0,0,1,0
5449.914330764847,483.8397522740468,4,1,0,0,1,0
6417.593835312941,479.819587834974,4,1,0,0,1,0
7377.233010982889,475.80530047104725,4,1,0,0,1,0
8328.843611924984,471.77229124076115,4,1,0,0,1,0
9272.388194406505,467.7778990535294,4,1,0,0,1,0
10207.943992513565,463.76811594202894,4,1,0,0,1,0
11135.480224397623,459.7983018116053,4,1,0,0,1,0
12055.076828020834,455.8127521214285,4,1,0,0,1,0
12966.70233226369,451.8446558073334,4,1,0,0,1,0
13870.391643878358,447.89155052589933,4,1,0,0,1,0
14766.174744930157,443.9314569830418,4,1,0,0,1,0
15654.03765889624,439.98914693437564,4,1,0,0,1,0
16534.015952764992,436.0655261130573,4,1,0,0,1,0
17406.147004991108,432.1396675405491,4,1,0,0,1,0
18270.426340072205,428.2380146885639,4,1,0,0,1,0
19126.902369449333,424.3551569760451,4,1,0,0,1,0
19975.612683401425,420.47724166929464,4,1,0,0,1,0
20816.567166740013,416.600126368705,4,1,0,0,1,0
21649.767419477423,412.74842295706725,4,1,0,0,1,0
22475.264265391557,408.90318535581395,4,1,0,0,1,0
23293.070636103184,405.0851691568152,4,1,0,0,1,0
24103.240974416814,401.2545893493657,4,1,0,0,1,0
24905.750153115547,397.45364696842233,4,1,0,0,1,0
25700.657447052392,393.68528798078813,4,1,0,0,1,0
26488.02802301397,389.906617365141,4,1,0,0,1,0
27267.84125774425,386.1625100563154,4,1,0,0,1,0
28040.166277856883,361.44578313253015,4,1,0,0,1,0
28763.057844121944,365.8536585365854,4,1,0,0,1,0
29494.765161195115,375,4,1,0,0,1,0
65494.765161195115,-100,4,1,0,0,0,1
102994.76516119512,-100,4,1,0,0,0,0
113494.76516119512,-100,4,1,0,0,0,1
161307.26516119513,-100,4,1,0,0,0,0
173494.76516119513,-100,4,1,0,0,0,1
185494.76516119513,375,4,1,0,0,1,1
185494.76516119513,-100,4,1,0,0,0,0
234244.76516119513,-100,4,1,0,0,0,1
245463.51516119513,-100,4,1,0,0,0,0
257494.76516119513,-100,4,1,0,0,0,1
284307.26516119513,-100,4,1,0,0,0,0
302494.76516119513,-100,4,1,0,0,0,1
338463.51516119513,-100,4,1,0,0,0,0
347869.76516119513,380.08602613724906,4,1,0,0,1,0
348249.85118733236,385.3292317177335,4,1,0,0,1,0
348635.1804190501,390.70130884938465,4,1,0,0,1,0
349025.8817278995,396.22267714455523,4,1,0,0,1,0
349422.10440504405,401.9050298414485,4,1,0,0,1,0
349824.0094348855,407.7721369298836,4,1,0,0,1,0
350231.78157181543,487.8048780487805,4,1,0,0,1,0
350719.5864498642,413.7931034482759,4,1,0,0,1,0
383823.0347257263,-100,4,1,0,0,0,1
396650.6209326228,-100,4,1,0,0,0,0
397064.4140360711,-100,4,1,0,0,0,1
410305.7933464159,412.08791208791206,4,1,0,0,1,1
410305.7933464159,-100,4,1,0,0,0,0
